Symbol,IssuerName,Sector,Industry,IPO
SNT,SABIEN TECHNOLOGY GROUP PLC,Industrial Goods & Services,Industrials,20/12/2006
SCH,SAFECHARGE INTERNATIONAL GROUP LTD,Industrial Goods & Services,Industrials,30/10/2015
SAF,SAFELAND PLC,Real Estate,Financials,11/10/2006
SSTY,SAFESTAY PLC,Travel & Leisure,Consumer Services,02/05/2014
SAFE,SAFESTORE HOLDINGS PLC,Real Estate,Financials,14/03/2007
SFE,SAFESTYLE UK PLC,Retail,Consumer Services,11/12/2013
SRON,SAFFRON ENERGY PLC,Oil & Gas,Oil & Gas,24/02/2017
SAGA,SAGA PLC,Retail,Consumer Services,29/05/2014
SGE,SAGE GROUP PLC,Technology,Technology,10/06/2013
SFI,SAGICOR FINANCIAL CORPORATION LTD,Insurance,Financials,21/07/2016
SBRY,SAINSBURY(J) PLC,Retail,Consumer Services,19/07/2004
SO4,SALT LAKE POTASH LIMITED,Oil & Gas,Oil & Gas,02/12/2015
SALV,SALVARX GROUP PLC,Healthcare,Health Care,22/03/2016
SND,SANDERSON GROUP PLC,Technology,Technology,22/03/2006
SIT,SANDITON INVESTMENT TRUST PLC,Financial Services,Financials,27/06/2014
SLE,SAN LEON ENERGY PLC,Oil & Gas,Oil & Gas,16/07/2015
SNN,SANNE GROUP PLC,Industrial Goods & Services,Industrials,01/04/2015
SAR,SAREUM HOLDINGS PLC,Healthcare,Health Care,11/10/2004
SAT,SATELLITE SOLUTIONS WORLDWIDE GROUP,Technology,Technology,12/05/2015
SAVP,SAVANNAH PETROLEUM PLC,Oil & Gas,Oil & Gas,01/08/2014
SAV,SAVANNAH RESOURCES PLC,Basic Resources,Basic Materials,01/11/2010
SVS,SAVILLS PLC,Real Estate,Financials,11/05/2006
SCLP,SCANCELL HOLDINGS PLC,Healthcare,Health Care,26/07/2011
SCPA,SCAPA GROUP PLC,Chemicals,Basic Materials,23/08/2006
SCL,SCHLUMBERGER LD,Oil & Gas,Oil & Gas,27/09/2004
SCHO,SCHOLIUM GROUP PLC,Retail,Consumer Services,28/03/2014
ATR,SCHRODER ASIAN TOTAL RETURN INV CO,Financial Services,Financials,08/07/2005
SDP,SCHRODER ASIA PACIFIC FUND,Financial Services,Financials,08/07/2005
SERE,SCHRODER EUROPEAN REIT PLC,Real Estate,Financials,09/12/2015
SCF,SCHRODER INCOME GROWTH FUND PLC,Financial Services,Financials,08/07/2005
SJG,SCHRODER JAPAN GROWTH FUND PLC,Financial Services,Financials,02/12/2005
SOI,SCHRODER ORIENTAL INCOME FUND LD,Financial Services,Financials,02/12/2005
SREI,SCHRODER REAL ESTATE INV. TST. LD,Real Estate,Financials,19/09/2005
SDR,SCHRODERS PLC,Financial Services,Financials,30/03/2007
SDRC,SCHRODERS PLC,Financial Services,Financials,30/03/2007
SDU,SCHRODER UK GROWTH FUND PLC,Financial Services,Financials,08/07/2005
SCP,SCHRODER UK MID CAP FD PLC,Financial Services,Financials,16/12/2008
SAG,SCIENCE GROUP PLC,Industrial Goods & Services,Industrials,08/07/2008
SIS,SCIENCE IN SPORT PLC,Food & Beverage,Consumer Goods,09/08/2013
SDI,SCIENTIFIC DIGITAL IMAGING PLC,Healthcare,Health Care,08/12/2008
SSY,SCISYS PLC,Technology,Technology,27/09/2006
SGEM,SCOTGEMS PLC,Financial Services,Financials,26/06/2017
SGZ,SCOTGOLD RESOURCES LD,Basic Resources,Basic Materials,25/08/2017
SCAM,SCOTTISH AMERICAN INV CO PLC,Financial Services,Financials,08/07/2005
SCIN,SCOTTISH INV TST PLC,Financial Services,Financials,31/10/2003
SMT,SCOTTISH MORTGAGE INV TST PLC,Financial Services,Financials,30/06/2014
SST,SCOTTISH ORIENTAL SMLR CO TST PLC,Financial Services,Financials,16/12/2008
SCS,SCS GROUP PLC,Retail,Consumer Services,28/01/2015
SDL,SDL PLC,Technology,Technology,19/12/2005
SDX,SDX ENERGY INC.,Oil & Gas,Oil & Gas,20/05/2016
SCGL,SEALAND CAPITAL GALAXY LIMITED,Financial Services,Financials,17/11/2015
SECG,SEC S.P.A.,Media,Consumer Services,26/07/2016
SIR,SECURE INCOME REIT PLC,Real Estate,Financials,05/06/2014
SPDI,SECURE PROPERTY DEV & INV PLC,Real Estate,Financials,09/08/2011
STB,SECURE TRUST BANK PLC,Banks,Financials,02/11/2011
STS,SECURITIES TRUST OF SCOTLAND PLC,Financial Services,Financials,19/09/2005
SEE,SEEING MACHINES LD,Technology,Technology,01/12/2005
SGRO,SEGRO PLC,Real Estate,Financials,31/07/2009
SIGT,SENECA GLOBAL INCOME & GROWTH TST,Financial Services,Financials,20/12/2005
SNR,SENIOR PLC,Industrial Goods & Services,Industrials,08/07/2005
SEPL,SEPLAT PETROLEUM DEVELOPMENT CO.PLC,Oil & Gas,Oil & Gas,12/04/2014
SEQI,SEQUOIA ECONOMIC INFRASTRUCTURE INC,Financial Services,Financials,03/03/2015
SRB,SERABI GOLD PLC,Basic Resources,Basic Materials,22/12/2010
SRP,SERCO GROUP PLC,Industrial Goods & Services,Industrials,18/09/2006
SQZ,SERICA ENERGY PLC,Oil & Gas,Oil & Gas,14/03/2006
SERV,SERVELEC GROUP PLC,Technology,Technology,02/12/2013
SEV,SERVISION PLC,Industrial Goods & Services,Industrials,23/02/2007
SVCA,SERVOCA PLC,Industrial Goods & Services,Industrials,16/08/2017
SFR,SEVERFIELD PLC,Industrial Goods & Services,Industrials,09/10/2007
SVT,SEVERN TRENT PLC,Utilities,Utilities,09/10/2006
SHB,SHAFTESBURY PLC,Real Estate,Financials,31/10/2003
SHG,SHANTA GOLD LD,Basic Resources,Basic Materials,21/03/2007
SHRE,SHARE PLC,Financial Services,Financials,15/05/2008
SWG,SHEARWATER GROUP PLC,Technology,Technology,07/05/2004
SIGB,SHERBORNE INVESTORS (GUERNSEY) B LD,Financial Services,Financials,29/11/2012
SIGC,SHERBORNE INVESTORS (GUERNSEY) C LD,,,12/07/2017
STX,SHIELD THERAPEUTICS PLC,Healthcare,Health Care,26/02/2016
SHP,SHIRE PLC,Healthcare,Health Care,23/05/2008
SHRS,SHIRES INCOME PLC,Financial Services,Financials,02/12/2005
SHOE,SHOE ZONE PLC,Retail,Consumer Services,23/05/2014
SGR,SHORE CAPITAL GROUP LD,Financial Services,Financials,09/12/2013
SGM,SIGMA CAPITAL GROUP PLC,Financial Services,Financials,24/03/2005
SRC,SIGMAROC PLC,Construction & Materials,Industrials,05/01/2017
SHI,SIG PLC,Industrial Goods & Services,Industrials,31/10/2003
SLN,SILENCE THERAPEUTICS PLC,Healthcare,Health Care,30/04/2013
SILF,SILVER FALCON PLC,Financial Services,Financials,09/11/2015
SMG,SIMIAN GLOBAL PLC,Financial Services,Financials,10/01/2017
SIM,SIMIGON LD,Technology,Technology,20/12/2006
SPH,SINCLAIR PHARMA PLC,Healthcare,Health Care,16/04/2007
SXX,SIRIUS MINERALS PLC,Basic Resources,Basic Materials,01/08/2005
SRSP,SIRIUS PETROLEUM PLC,Oil & Gas,Oil & Gas,24/03/2011
SRE,SIRIUS REAL ESTATE LD,Real Estate,Financials,06/03/2017
SBTX,SKINBIOTHERAPEUTICS PLC,Healthcare,Health Care,05/04/2017
SKY,SKY PLC,Media,Consumer Services,23/09/1997
SLNG,SLINGSBY(H.C.) PLC,Industrial Goods & Services,Industrials,24/05/2005
SMJ,SMART(J.)& CO(CONTRACTORS) PLC,Construction & Materials,Industrials,21/12/2011
SMS,SMART METERING SYSTEMS PLC,Industrial Goods & Services,Industrials,08/07/2011
SMDS,SMITH (DS) PLC,Industrial Goods & Services,Industrials,31/10/2003
SN.,SMITH & NEPHEW PLC,Healthcare,Health Care,12/07/2001
SMIN,SMITHS GROUP PLC,Industrial Goods & Services,Industrials,18/06/2007
SKG,SMURFIT KAPPA GROUP PLC,Industrial Goods & Services,Industrials,01/03/2016
ZZZ,SNOOZEBOX HOLDINGS PLC,Travel & Leisure,Consumer Services,01/05/2012
SIA,SOCO INTERNATIONAL PLC,Oil & Gas,Oil & Gas,10/06/2010
SCT,SOFTCAT PLC,Technology,Technology,18/11/2015
SOLG,SOLGOLD PLC,Basic Resources,Basic Materials,20/12/2006
SOLI,SOLID STATE PLC,Industrial Goods & Services,Industrials,02/06/2000
SOLO,SOLO OIL PLC,Oil & Gas,Oil & Gas,25/07/2017
SOM,SOMERO ENTERPRISE INC,Industrial Goods & Services,Industrials,08/02/2007
SPE,SOPHEON PLC,Technology,Technology,22/12/2014
SOPH,SOPHOS GROUP PLC,Technology,Technology,01/07/2015
SOU,SOUND ENERGY PLC,Oil & Gas,Oil & Gas,07/01/2013
S32,SOUTH32 LIMITED,Basic Resources,Basic Materials,23/05/2015
SAPO,SOUTH AFRICAN PROPERTY OPPS PLC,Real Estate,Financials,26/10/2006
SMA,SOVEREIGN MINES OF AFRICA PLC,Basic Resources,Basic Materials,28/07/2011
SAL,SPACEANDPEOPLE PLC,Media,Consumer Services,21/12/2005
SIPP,SPECIALIST INVESTMENT PROP PLC,Real Estate,Financials,09/02/2016
SPSC,SPECTRA SYSTEMS CORPORATION,Industrial Goods & Services,Industrials,25/07/2011
SPSY,SPECTRA SYSTEMS CORPORATION,Industrial Goods & Services,Industrials,25/07/2011
SXS,SPECTRIS PLC,Industrial Goods & Services,Industrials,31/10/2003
SDY,SPEEDY HIRE PLC,Industrial Goods & Services,Industrials,22/09/2008
SPHR,SPHERE MEDICAL HOLDING PLC,Healthcare,Health Care,17/11/2011
SOP,SPINNAKER OPPORTUNITIES PLC,Financial Services,Financials,17/05/2017
SPX,SPIRAX-SARCO ENGINEERING PLC,Industrial Goods & Services,Industrials,15/06/2015
SPI,SPIRE HEALTHCARE GROUP PLC,Healthcare,Health Care,18/07/2014
SPT,SPIRENT COMMUNICATIONS PLC,Technology,Technology,11/10/2002
SRO,SPITFIRE OIL LD,Oil & Gas,Oil & Gas,18/07/2007
SPO,SPORTECH PLC,Travel & Leisure,Consumer Services,18/12/2007
SPD,SPORTS DIRECT INTERNATIONAL PLC,Retail,Consumer Services,18/06/2007
SPRP,SPRUE AEGIS PLC,Industrial Goods & Services,Industrials,30/04/2014
SQN,SQN ASSET FINANCE INCOME FUND LTD,Financial Services,Financials,14/07/2014
SQNX,SQN ASSET FINANCE INCOME FUND LTD,Financial Services,Financials,12/12/2016
SSIF,SQN SECURED INCOME FUND PLC,,,23/09/2015
SQS,SQS SOFTWARE QUALITY SYSTEMS AG,Technology,Technology,21/06/2006
SRT,SRT MARINE SYSTEMS PLC,Technology,Technology,02/11/2005
SSE,SSE PLC,Utilities,Utilities,16/12/1998
SSPG,SSP GROUP PLC,Travel & Leisure,Consumer Services,15/07/2014
SDM,STADIUM GROUP PLC,Industrial Goods & Services,Industrials,20/09/2006
STAF,STAFFLINE GROUP PLC,Industrial Goods & Services,Industrials,22/09/2005
SGC,STAGECOACH GROUP PLC,Travel & Leisure,Consumer Services,10/10/2011
STAN,STANDARD CHARTERED PLC,Banks,Financials,24/11/2003
SLA,STANDARD LIFE ABERDEEN PLC,Financial Services,Financials,16/03/2015
SLET,STANDARD LIFE EQUITY INCOME TST PLC,Financial Services,Financials,02/12/2005
SLI,STANDARD LIFE INV PROP INC TST LD,Real Estate,Financials,14/03/2006
SLPE,STANDARD LIFE PRIVATE EQTY TST PLC,Financial Services,Financials,12/12/2005
SLS,STANDARD LIFE UK SMALL.CO'S TST PLC,Financial Services,Financials,16/04/1996
SGI,STANLEY GIBBONS GROUP PLC,Retail,Consumer Services,22/03/2006
STAR,STARCOM PLC,Technology,Technology,27/02/2013
SVE,STARVEST PLC,Financial Services,Financials,23/09/2004
SWEF,STARWOOD EUROPEAN REAL EST FIN LD,Financial Services,Financials,17/12/2012
SOG,STATPRO GROUP PLC,Technology,Technology,25/03/2004
STEL,STELLAR DIAMONDS PLC,Basic Resources,Basic Materials,20/11/2015
STCM,STEPPE CEMENT LD,Construction & Materials,Industrials,15/09/2005
SEY,STERLING ENERGY PLC,Oil & Gas,Oil & Gas,23/12/2009
STE,STEWART & WIGHT PLC,Real Estate,Financials,20/09/1996
STHR,STHREE PLC,Industrial Goods & Services,Industrials,16/06/2006
STIL,STILFONTEIN GOLD MINING COMPANY LD,,,27/09/2004
STL,STILO INTERNATIONAL PLC,Technology,Technology,30/08/2000
SIV,ST.IVES PLC,Industrial Goods & Services,Industrials,19/12/2005
STJ,ST.JAMES'S PLACE PLC,Insurance,Financials,31/10/2003
STM,STM GROUP PLC,Financial Services,Financials,28/03/2007
SMP,ST.MODWEN PROPERTIES PLC,Real Estate,Financials,22/12/2003
STOB,STOBART GROUP LD,Industrial Goods & Services,Industrials,18/09/2006
STCK,STOCK SPIRITS GROUP PLC,Food & Beverage,Consumer Goods,25/10/2013
SPPC,ST PETER PORT CAPITAL LD,Financial Services,Financials,16/04/2007
STHP,STRANGER HOLDINGS PLC,Financial Services,Financials,13/01/2017
AERO,STRAT AERO PLC,Industrial Goods & Services,Industrials,17/11/2014
SEC,STRATEGIC EQUITY CAPITAL PLC,Financial Services,Financials,19/07/2005
SML,STRATEGIC MINERALS PLC,Basic Resources,Basic Materials,08/06/2011
STI,STRATEX INTERNATIONAL PLC,Basic Resources,Basic Materials,04/01/2006
STR,STRIDE GAMING PLC,Travel & Leisure,Consumer Services,19/05/2015
KETL,STRIX GROUP PLC,Industrial Goods & Services,Industrials,08/08/2017
STVG,STV GROUP PLC,Media,Consumer Services,01/10/2008
STY,STYLES & WOOD GROUP PLC,Industrial Goods & Services,Industrials,29/05/2014
SULA,SULA IRON & GOLD PLC,Basic Resources,Basic Materials,09/10/2012
SMTG,SUMMIT GERMANY LIMITED,Real Estate,Financials,26/02/2014
SUMM,SUMMIT THERAPEUTICS PLC,Healthcare,Health Care,04/07/2014
SRES,SUNRISE RESOURCES PLC,Basic Resources,Basic Materials,06/06/2005
SGP,SUPERGROUP PLC,Personal & Household Goods,Consumer Goods,24/03/2010
SUPR,SUPERMARKET INCOME REIT PLC,,,21/07/2017
46IE,S & U PLC,Financial Services,Financials,28/06/2002
47IE,S & U PLC,Financial Services,Financials,28/06/2002
SUS,S & U PLC,Financial Services,Financials,17/09/1999
SCE,SURFACE TRANSFORMS PLC,Automobiles & Parts,Consumer Goods,24/09/2002
SUN,SURGICAL INNOVATIONS GROUP PLC,Healthcare,Health Care,02/06/2000
SUH,SUTTON HARBOUR HOLDINGS PLC,Industrial Goods & Services,Industrials,02/06/2000
SVM,SVM UK EMERGING FUND PLC,Financial Services,Financials,18/10/2000
SWL,SWALLOWFIELD PLC,Personal & Household Goods,Consumer Goods,09/05/2006
SLP,SYLVANIA PLATINUM LIMITED,Basic Resources,Basic Materials,25/03/2011
SYM,SYMPHONY ENVIRONMENTAL TECH. PLC,Industrial Goods & Services,Industrials,30/11/2001
SIHL,SYMPHONY INTERNATIONAL HLDGS LD,Financial Services,Financials,02/08/2007
SNG,SYNAIRGEN PLC,Healthcare,Health Care,23/06/2005
SYNC,SYNCONA LIMITED,Financial Services,Financials,26/10/2012
SNX,SYNECTICS PLC,Industrial Goods & Services,Industrials,15/01/2002
SYNT,SYNTHOMER PLC,Chemicals,Basic Materials,19/06/2006
SYS,SYSGROUP PLC,Technology,Technology,06/07/2016
SYS1,SYSTEM1 GROUP PLC,Media,Consumer Services,20/03/2007
TPF,TALIESIN PROPERTY FUND LD,Real Estate,Financials,28/07/2008
TPFZ,TALIESIN PROPERTY FUND LD,Real Estate,Financials,05/09/2013
TALK,TALKTALK TELECOM GROUP PLC,Telecommunications,Telecommunications,24/03/2010
TND,TANDEM GROUP PLC,Personal & Household Goods,Consumer Goods,25/09/2009
TAN,TANFIELD GROUP PLC,Industrial Goods & Services,Industrials,19/06/2009
TAP,TAPTICA INTERNATIONAL LTD,Media,Consumer Services,28/05/2014
THRL,TARGET HEALTHCARE REIT LIMITED,Real Estate,Financials,07/03/2013
TRS,TARSUS GROUP PLC,Media,Consumer Services,26/11/2008
TAST,TASTY PLC,Travel & Leisure,Consumer Services,21/03/2007
BD15,TATE & LYLE PLC,Food & Beverage,Consumer Goods,28/06/2002
TATE,TATE & LYLE PLC,Food & Beverage,Consumer Goods,20/12/2004
TAM,TATTON ASSET MANAGEMENT PLC,Financial Services,Financials,06/07/2017
TAU,TAU CAPITAL PLC,Financial Services,Financials,09/05/2007
TAVI,TAVISTOCK INVESTMENTS PLC,Financial Services,Financials,02/06/2014
TAX,TAX SYSTEMS PLC,Technology,Technology,26/07/2016
TW.,TAYLOR WIMPEY PLC,Personal & Household Goods,Consumer Goods,18/06/2001
TBCG,TBC BANK GROUP PLC,Banks,Financials,10/08/2016
TECH,TECHFINANCIALS INC,Technology,Technology,16/03/2015
TED,TED BAKER PLC,Personal & Household Goods,Consumer Goods,08/07/2005
TJI,TEJOORI LD,Financial Services,Financials,20/11/2006
TEK,TEKCAPITAL PLC,Technology,Technology,04/04/2014
TEP,TELECOM PLUS PLC,Telecommunications,Telecommunications,08/07/2005
TDE,TELEFONICA SA,Telecommunications,Telecommunications,01/11/2007
TEF,TELFORD HOMES PLC,Personal & Household Goods,Consumer Goods,13/03/2007
TCM,TELIT COMMUNICATIONS PLC,Technology,Technology,04/04/2005
TMPL,TEMPLE BAR INV TST PLC,Financial Services,Financials,31/10/2003
TEM,TEMPLETON EMERGING MARKETS IT PLC,Financial Services,Financials,31/10/2003
TEG,TEN ENTERTAINMENT GROUP PLC,Travel & Leisure,Consumer Services,19/04/2017
TERN,TERN PLC,Technology,Technology,04/11/2013
TCA,TERRA CAPITAL PLC,Financial Services,Financials,17/11/2006
TCF,TERRA CATALYST FUND,Financial Services,Financials,15/09/2014
TYM,TERTIARY MINERALS PLC,Basic Resources,Basic Materials,23/09/2004
TSCO,TESCO PLC,Retail,Consumer Services,24/11/2003
TETH,TETHYAN RESOURCES PLC,Basic Resources,Basic Materials,21/07/2016
TFG,TETRAGON FINANCIAL GROUP LIMITED,Financial Services,Financials,09/11/2015
TXH,TEX HLDGS PLC,Industrial Goods & Services,Industrials,17/09/1999
THAL,THALASSA HOLDINGS LD,Oil & Gas,Oil & Gas,29/07/2008
THS,THARISA PLC,Basic Resources,Basic Materials,08/06/2016
EUT,THE EUROPEAN INVESTMENT TRUST PLC,Financial Services,Financials,19/12/2005
FUL,THE FULHAM SHORE PLC,Travel & Leisure,Consumer Services,20/10/2014
GYM,THE GYM GROUP PLC,Travel & Leisure,Consumer Services,12/11/2015
TMMG,THE MISSION MARKETING GROUP PLC,Media,Consumer Services,20/12/2006
TRIG,THE RENEWABLES INFRASTRUCTURE GROUP,Financial Services,Financials,29/07/2013
VTC,THE VITEC GROUP PLC,Industrial Goods & Services,Industrials,08/07/2005
TSL,THINKSMART LIMITED,Financial Services,Financials,06/12/2016
TPOG,THIRD POINT OFFSHORE INVESTORS LD,Financial Services,Financials,24/07/2007
TPOU,THIRD POINT OFFSHORE INVESTORS LD,Financial Services,Financials,24/07/2007
TCG,THOMAS COOK GROUP PLC,Travel & Leisure,Consumer Services,19/06/2007
THR,THOR MINING PLC,Basic Resources,Basic Materials,01/12/2016
TFW,THORPE(F.W.) PLC,Industrial Goods & Services,Industrials,19/08/2013
TIR,TIGER RESOURCE FINANCE PLC,Financial Services,Financials,22/01/2001
TMO,TIME OUT GROUP PLC,Media,Consumer Services,14/06/2016
TBGR,TISO BLACKSTAR GROUP SE,Financial Services,Financials,03/07/2017
TRX,TISSUE REGENIX GROUP PLC,Healthcare,Health Care,29/06/2010
TON,TITON HLDGS PLC,Construction & Materials,Industrials,17/09/1999
TILS,TIZIANA LIFE SCIENCES PLC,Healthcare,Health Care,24/04/2014
TLA,TLA WORLDWIDE PLC,Media,Consumer Services,08/12/2011
TLOU,TLOU ENERGY LIMITED,Oil & Gas,Oil & Gas,30/11/2015
TMT,TMT INVESTMENTS,Financial Services,Financials,10/12/2010
PBLT,TOC PROPERTY BACKED LENDING TRUST P,Financial Services,Financials,24/01/2017
TOM,TOMCO ENERGY PLC,Oil & Gas,Oil & Gas,12/06/2017
THL,TONGAAT HULETT LIMITED,Food & Beverage,Consumer Goods,02/07/2007
TOOP,TOOPLE PLC,Technology,Technology,10/05/2016
TPT,TOPPS TILES PLC,Retail,Consumer Services,01/08/2006
TORO,TORO LIMITED,Financial Services,Financials,08/05/2015
TRK,TOROTRAK PLC,Automobiles & Parts,Consumer Goods,19/12/2005
TLY,TOTALLY PLC,Healthcare,Health Care,15/09/2015
TOT,TOTAL PRODUCE PLC,Retail,Consumer Services,02/01/2007
TTA,TOTAL SA,Oil & Gas,Oil & Gas,07/11/2007
TST,TOUCHSTAR PLC,Technology,Technology,25/05/2016
TXP,TOUCHSTONE EXPLORATION INC,Oil & Gas,Oil & Gas,26/06/2017
IVO,TOUCHSTONE INNOVATIONS PLC,Financial Services,Financials,31/07/2006
IVOA,TOUCHSTONE INNOVATIONS PLC,Financial Services,Financials,22/06/2017
TRP,TOWER RESOURCES PLC,Oil & Gas,Oil & Gas,07/04/2016
TOWN,TOWN CENTRE SECURITIES PLC,Real Estate,Financials,08/07/2005
TYT,TOYOTA MOTOR CORPORATION,Automobiles & Parts,Consumer Goods,27/09/2004
TPG,TP GROUP PLC,Industrial Goods & Services,Industrials,04/07/2001
TCAP,TP ICAP PLC,Financial Services,Financials,19/12/2006
TRCS,TRACSIS PLC,Technology,Technology,27/11/2007
TRE,TRADING EMISSIONS PLC,Financial Services,Financials,02/12/2005
TRAF,TRAFALGAR NEW HOMES PLC,Personal & Household Goods,Consumer Goods,16/07/2013
TRAK,TRAKM8 HOLDINGS PLC,Technology,Technology,29/11/2005
TRT,TRANSENSE TECHNOLOGIES PLC,Automobiles & Parts,Consumer Goods,24/11/2016
TSG,TRANS-SIBERIAN GOLD PLC,Basic Resources,Basic Materials,25/11/2003
TPK,TRAVIS PERKINS PLC,Industrial Goods & Services,Industrials,31/10/2003
TET,TREATT PLC,Chemicals,Basic Materials,19/05/2014
TRG,TR EUROPEAN GROWTH TRUST PLC,Financial Services,Financials,08/07/2005
TRD,TRIAD GROUP PLC,Technology,Technology,24/09/2003
TRB,TRIBAL GROUP PLC,Technology,Technology,08/07/2005
TCN,TRICORN GROUP PLC,Industrial Goods & Services,Industrials,24/03/2005
TRIC,TRICOR PLC,Basic Resources,Basic Materials,30/01/2013
TRI,TRIFAST PLC,Industrial Goods & Services,Industrials,19/12/2005
TRC,TRINITY CAPITAL PLC,Real Estate,Financials,21/04/2006
TRIN,TRINITY EXPLORATION & PRODUCTION ,Oil & Gas,Oil & Gas,14/02/2013
TNI,TRINITY MIRROR PLC,Media,Consumer Services,14/06/2004
TPV1,TRIPLE POINT INCOME VCT PLC,Financial Services,Financials,18/02/2008
TPVA,TRIPLE POINT INCOME VCT PLC,Financial Services,Financials,22/11/2012
TPVC,TRIPLE POINT INCOME VCT PLC,Financial Services,Financials,20/02/2014
TPVD,TRIPLE POINT INCOME VCT PLC,Financial Services,Financials,03/02/2015
TPVE,TRIPLE POINT INCOME VCT PLC,Financial Services,Financials,19/04/2017
SOHO,TRIPLE POINT SOCIAL HOUSING REIT PL,,,08/08/2017
TPO,TRIPLE POINT VCT 2011 PLC,Financial Services,Financials,24/12/2010
TPOA,TRIPLE POINT VCT 2011 PLC,Financial Services,Financials,17/03/2015
TPOB,TRIPLE POINT VCT 2011 PLC,Financial Services,Financials,18/04/2016
TSTR,TRI-STAR RESOURCES PLC,Basic Resources,Basic Materials,15/10/2003
TSTL,TRISTEL PLC,Healthcare,Health Care,21/03/2007
BBOX,TRITAX BIG BOX REIT PLC,Real Estate,Financials,09/12/2013
TIGT,TROY INCOME & GROWTH TRUST PLC,Financial Services,Financials,12/12/2006
TRY,TR PROPERTY INV TST PLC,Financial Services,Financials,31/10/2003
TTG,TT ELECTRONICS PLC,Industrial Goods & Services,Industrials,08/07/2005
TUI,TUI AG,Travel & Leisure,Consumer Services,17/12/2014
TLW,TULLOW OIL PLC,Oil & Gas,Oil & Gas,31/10/2003
TUNG,TUNGSTEN CORPORATION PLC,Financial Services,Financials,16/10/2013
TFIF,TWENTYFOUR INCOME FUND LIMITED,Financial Services,Financials,06/03/2013
SMIF,TWENTYFOUR SELECT MONTHLY INCOME FD,Financial Services,Financials,10/03/2014
TYMN,TYMAN PLC,Construction & Materials,Industrials,12/12/2007
TYR,TYRATECH INC,Chemicals,Basic Materials,01/06/2007
TYRU,TYRATECH INC,Chemicals,Basic Materials,27/08/2010
UAI,U AND I GROUP PLC ,Real Estate,Financials,08/07/2005
UBI,UBISENSE GROUP PLC,Technology,Technology,22/06/2011
UBM,UBM PLC,Media,Consumer Services,27/06/2016
UDG,UDG HEALTHCARE PLC,Healthcare,Health Care,08/07/2005
UTLD,UIL FINANCE LIMITED,,,25/11/2015
UTLE,UIL FINANCE LIMITED,,,25/11/2015
UTLF,UIL FINANCE LIMITED,,,23/06/2016
UTL,UIL LIMITED,Financial Services,Financials,25/11/2015
UKCM,UK COMMERCIAL PROPERTY TRUST LD,Real Estate,Financials,18/12/2006
UKML,UK MORTGAGES LIMITED,,,07/07/2015
UKOG,UK OIL & GAS INVESTMENTS PLC,Technology,Technology,05/12/2013
UKR,UKRPRODUCT GROUP LD,Food & Beverage,Consumer Goods,21/03/2007
ULS,ULS TECHNOLOGY PLC,Media,Consumer Services,28/07/2014
USG,ULTIMATE SPORTS GROUP PLC,Financial Services,Financials,30/10/2015
ULE,ULTRA ELECTRONICS HOLDINGS PLC,Industrial Goods & Services,Industrials,31/10/2003
UAV,UNICORN AIM VCT PLC,Financial Services,Financials,12/04/2007
ULVR,UNILEVER PLC,Personal & Household Goods,Consumer Goods,22/05/2006
UJO,UNION JACK OIL PLC,Oil & Gas,Oil & Gas,30/07/2013
USY,UNISYS CORP,Technology,Technology,26/11/2009
UCG,UNITED CARPETS GROUP PLC,Retail,Consumer Services,17/02/2005
UOG,UNITED OIL & GAS PLC,Oil & Gas,Oil & Gas,10/11/2015
UU.,UNITED UTILITIES GROUP PLC,Utilities,Utilities,28/07/2008
UTG,UNITE GROUP PLC,Real Estate,Financials,25/05/2005
UNG,UNIVERSE GROUP PLC,Industrial Goods & Services,Industrials,23/09/2004
UVEL,UNIVISION ENGINEERING LD,Industrial Goods & Services,Industrials,16/12/2005
UPGS,UP GLOBAL SOURCING HOLDINGS PLC,Personal & Household Goods,Consumer Goods,01/03/2017
UPL,UPLAND RESOURCES LIMITED,Financial Services,Financials,26/10/2015
UEN,URALS ENERGY PUBLIC COMPANY LD,Oil & Gas,Oil & Gas,30/05/2017
URA,URANIUM RESOURCES PLC,Basic Resources,Basic Materials,18/02/2005
UANC,URBAN&CIVIC PLC,Real Estate,Financials,22/05/2014
URU,URU METALS LD,Basic Resources,Basic Materials,12/09/2007
UEM,UTILICO EMERGING MKTS LD,Financial Services,Financials,20/07/2005
UEMS,UTILICO EMERGING MKTS LD,Financial Services,Financials,24/09/2015
UTW,UTILITYWISE PLC,Industrial Goods & Services,Industrials,12/06/2012
UVEN,UVENCO UK PLC,Retail,Consumer Services,19/12/2007
VALE,VALE INTERNATIONAL GROUP LTD,Financial Services,Financials,05/09/2016
VAL,VALIRX PLC,Healthcare,Health Care,18/05/2015
VIN,VALUE AND INCOME TRUST PLC,Financial Services,Financials,02/12/2005
VANL,VAN ELLE HOLDINGS PLC,Construction & Materials,Industrials,26/10/2016
VAST,VAST RESOURCES PLC,Basic Resources,Basic Materials,30/06/2006
VEC,VECTURA GROUP PLC,Healthcare,Health Care,18/09/2006
VED,VEDANTA RESOURCES PLC,Basic Resources,Basic Materials,19/06/2006
VELA,VELA TECHNOLOGIES PLC,Media,Consumer Services,27/09/2016
VEL,VELOCITY COMPOSITES PLC,Industrial Goods & Services,Industrials,18/05/2017
VLS,VELOCYS PLC,Oil & Gas,Oil & Gas,20/12/2006
