MarketSymbol,Symbol,IssuerName,Sector,Industry,IPO,Market
LSE:ALFA,ALFA,ALFA FINANCIAL SOFTWARE HOLDINGS PL,Technology,Technology,01/06/2017,LSE
NYSE:AQN,AQN,Algonquin Power & Utilities Corp.,Public Utilities,Electric Utilities: Central,2016,NYSE
NYSE:BABA,BABA,Alibaba Group Holding Limited,Miscellaneous,Business Services,2014,NYSE
NASDAQ:ALCO,ALCO,"Alico, Inc.",Consumer Non-Durables,Farming/Seeds/Milling,n/a,NASDAQ
NASDAQ:ALGN,ALGN,"Align Technology, Inc.",Health Care,Industrial Specialties,2001,NASDAQ
NASDAQ:ALIM,ALIM,"Alimera Sciences, Inc.",Health Care,Major Pharmaceuticals,2010,NASDAQ
NASDAQ:ALJJ,ALJJ,"ALJ Regional Holdings, Inc.",Miscellaneous,Business Services,n/a,NASDAQ
NASDAQ:ALKS,ALKS,Alkermes plc,Health Care,Major Pharmaceuticals,1991,NASDAQ
LSE:AAA,AAA,ALL ASIA ASSET CAPITAL LD,Financial Services,Financials,02/05/2013,LSE
NYSE:Y,Y,Alleghany Corporation,Finance,Property-Casualty Insurers,n/a,NYSE
NYSE:ATI,ATI,Allegheny Technologies Incorporated,Basic Industries,Steel/Iron Ore,n/a,NYSE
NASDAQ:ABTX,ABTX,"Allegiance Bancshares, Inc.",Finance,Major Banks,2015,NASDAQ
NASDAQ:ALGT,ALGT,Allegiant Travel Company,Transportation,Air Freight/Delivery Services,2006,NASDAQ
NYSE:ALLE,ALLE,Allegion plc,Consumer Services,Diversified Commercial Services,2013,NYSE
NYSE:AGN,AGN,Allergan plc.,Health Care,Major Pharmaceuticals,2013,NYSE
NYSE:AGN^A,AGN^A,Allergan plc.,n/a,n/a,n/a,NYSE
LSE:AGY,AGY,ALLERGY THERAPEUTICS PLC,Healthcare,Health Care,11/10/2004,LSE
NYSE:ALE,ALE,"Allete, Inc.",Public Utilities,Power Generation,n/a,NYSE
NYSE:AKP,AKP,Alliance California Municipal Income Fund Inc,n/a,n/a,2002,NYSE
NYSE:ADS,ADS,Alliance Data Systems Corporation,Miscellaneous,Business Services,2001,NYSE
NASDAQ:AHGP,AHGP,"Alliance Holdings GP, L.P.",Energy,Coal Mining,2006,NASDAQ
NASDAQ:AMMA,AMMA,"Alliance MMA, Inc.",Consumer Services,Services-Misc. Amusement & Recreation,2016,NASDAQ
NYSE:AFB,AFB,Alliance National Municipal Income Fund Inc,n/a,n/a,2002,NYSE
NYSE:AOI,AOI,"Alliance One International, Inc.",Consumer Services,Farming/Seeds/Milling,n/a,NYSE
LSE:APH,APH,ALLIANCE PHARMA PLC,Healthcare,Health Care,24/03/2005,LSE
NASDAQ:ARLP,ARLP,"Alliance Resource Partners, L.P.",Energy,Coal Mining,1999,NASDAQ
LSE:ATST,ATST,ALLIANCE TRUST PLC,Financial Services,Financials,21/06/2006,LSE
NYSE:AWF,AWF,Alliance World Dollar Government Fund II,n/a,n/a,1993,NYSE
NYSE:AB,AB,AllianceBernstein Holding L.P.,Finance,Investment Managers,n/a,NYSE
NYSE:LNT,LNT,Alliant Energy Corporation,Public Utilities,Power Generation,n/a,NYSE
LSE:ATT,ATT,ALLIANZ TECHNOLOGY TRUST PLC,Financial Services,Financials,01/05/2007,LSE
NYSE:CBH,CBH,AllianzGI Convertible & Income 2024 Target Term Fund,n/a,n/a,2017,NYSE
NYSE:NCV,NCV,AllianzGI Convertible & Income Fund,n/a,n/a,2003,NYSE
NYSE:NCZ,NCZ,AllianzGI Convertible & Income Fund II,n/a,n/a,2003,NYSE
NYSE:ACV,ACV,AllianzGI Diversified Income & Convertible Fund,n/a,n/a,2015,NYSE
NYSE:NIE,NIE,AllianzGI Equity & Convertible Income Fund,n/a,n/a,2007,NYSE
NYSE:NFJ,NFJ,"AllianzGI NFJ Dividend, Interest & Premium Strategy Fund",Finance,Finance: Consumer Services,2005,NYSE
NASDAQ:AHPI,AHPI,"Allied Healthcare Products, Inc.",Health Care,Industrial Specialties,1992,NASDAQ
LSE:ALBK,ALBK,ALLIED IRISH BANKS PLC,Banks,Financials,27/06/2017,LSE
LSE:ALM,ALM,ALLIED MINDS PLC,Financial Services,Financials,25/06/2014,LSE
NASDAQ:AMOT,AMOT,"Allied Motion Technologies, Inc.",Capital Goods,Electrical Products,n/a,NASDAQ
NASDAQ:ALQA,ALQA,"Alliqua BioMedical, Inc.",Health Care,Medical/Dental Instruments,n/a,NASDAQ
NYSE:ALSN,ALSN,"Allison Transmission Holdings, Inc.",Capital Goods,Auto Parts:O.E.M.,2012,NYSE
NASDAQ:ALLT,ALLT,Allot Communications Ltd.,Technology,Computer Communications Equipment,2006,NASDAQ
NASDAQ:MDRX,MDRX,"Allscripts Healthcare Solutions, Inc.",Technology,EDP Services,n/a,NASDAQ
NYSE:ALL,ALL,Allstate Corporation (The),Finance,Property-Casualty Insurers,n/a,NYSE
NYSE:ALL^A,ALL^A,Allstate Corporation (The),n/a,n/a,n/a,NYSE
NYSE:ALL^B,ALL^B,Allstate Corporation (The),n/a,n/a,n/a,NYSE
NYSE:ALL^C,ALL^C,Allstate Corporation (The),n/a,n/a,n/a,NYSE
NYSE:ALL^D,ALL^D,Allstate Corporation (The),n/a,n/a,n/a,NYSE
NYSE:ALL^E,ALL^E,Allstate Corporation (The),n/a,n/a,n/a,NYSE
NYSE:ALL^F,ALL^F,Allstate Corporation (The),n/a,n/a,n/a,NYSE
NYSE:ALLY,ALLY,Ally Financial Inc.,Finance,Finance: Consumer Services,2014,NYSE
NYSE:ALLY^A,ALLY^A,Ally Financial Inc.,n/a,n/a,n/a,NYSE
NASDAQ:AFAM,AFAM,Almost Family Inc,Health Care,Medical/Nursing Services,n/a,NASDAQ
NASDAQ:ALNY,ALNY,"Alnylam Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2004,NASDAQ
NYSE:ALDW,ALDW,"Alon USA Partners, LP",Energy,Integrated oil Companies,2012,NYSE
NASDAQ:AOSL,AOSL,Alpha and Omega Semiconductor Limited,Technology,Semiconductors,2010,NASDAQ
LSE:AFX,AFX,ALPHA FX GROUP PLC,Financial Services,Financials,07/04/2017,LSE
LSE:ALPH,ALPH,ALPHA PYRENEES TRUST LD,Real Estate,Financials,20/03/2006,LSE
LSE:ARTL,ARTL,ALPHA REAL TRUST LD,Real Estate,Financials,21/12/2006,LSE
LSE:ARGP,ARGP,ALPHA RETURNS GROUP PLC,Industrial Goods & Services,Industrials,12/09/2012,LSE
NASDAQ:GOOG,GOOG,Alphabet Inc.,Technology,"Computer Software: Programming, Data Processing",2004,NASDAQ
NASDAQ:GOOGL,GOOGL,Alphabet Inc.,Technology,"Computer Software: Programming, Data Processing",n/a,NASDAQ
NASDAQ:SMCP,SMCP,AlphaMark Actively Managed Small Cap ETF,n/a,n/a,n/a,NASDAQ
NASDAQ:ATEC,ATEC,"Alphatec Holdings, Inc.",Health Care,Medical/Dental Instruments,2006,NASDAQ
NYSE:AGD,AGD,Alpine Global Dynamic Dividend Fund,n/a,n/a,2006,NYSE
NYSE:AWP,AWP,Alpine Global Premier Properties Fund,n/a,n/a,2007,NYSE
NASDAQ:ALPN,ALPN,"Alpine Immune Sciences, Inc.",Health Care,Major Pharmaceuticals,2015,NASDAQ
NYSE:AOD,AOD,Alpine Total Dynamic Dividend Fund,n/a,n/a,2007,NYSE
NASDAQ:SWIN,SWIN,ALPS/Dorsey Wright Sector Momentum ETF,n/a,n/a,n/a,NASDAQ
NASDAQ:AABA,AABA,Altaba Inc.,Technology,EDP Services,n/a,NASDAQ
LSE:ALF,ALF,ALTERNATIVE LIQUIDITY FUND LIMITED,Financial Services,Financials,17/09/2015,LSE
NYSE:AYX,AYX,"Alteryx, Inc.",Technology,Computer Software: Prepackaged Software,2017,NYSE
NYSE:ATUS,ATUS,"Altice USA, Inc.",Consumer Services,Television Services,2017,NYSE
NASDAQ:ALT,ALT,"Altimmune, Inc.",Health Care,Major Pharmaceuticals,n/a,NASDAQ
NASDAQ:ASPS,ASPS,Altisource Portfolio Solutions S.A.,Consumer Services,Other Consumer Services,n/a,NASDAQ
NYSE:RESI,RESI,Altisource Residential Corporation,Finance,Real Estate,n/a,NYSE
LSE:ALT,ALT,ALTITUDE GROUP PLC,Industrial Goods & Services,Industrials,19/09/2006,LSE
LSE:ANR,ANR,ALTONA ENERGY PLC,Basic Resources,Basic Materials,10/03/2005,LSE
NASDAQ:AIMC,AIMC,Altra Industrial Motion Corp.,Capital Goods,Industrial Machinery/Components,2006,NASDAQ
NYSE:MO,MO,Altria Group,Consumer Non-Durables,Farming/Seeds/Milling,n/a,NYSE
LSE:ALS,ALS,ALTUS STRATEGIES PLC,Basic Resources,Basic Materials,10/08/2017,LSE
LSE:ALTN,ALTN,ALTYN PLC,Basic Resources,Basic Materials,10/06/2004,LSE
LSE:ALU,ALU,ALUMASC GROUP PLC,Construction & Materials,Industrials,15/02/2000,LSE
NYSE:ACH,ACH,Aluminum Corporation of China Limited,Basic Industries,Aluminum,2001,NYSE
NASDAQ:AMAG,AMAG,"AMAG Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,n/a,NASDAQ
NASDAQ:AMRN,AMRN,Amarin Corporation plc,Health Care,Major Pharmaceuticals,n/a,NASDAQ
NASDAQ:AMRK,AMRK,"A-Mark Precious Metals, Inc.",Basic Industries,Other Specialty Stores,n/a,NASDAQ
LSE:AT2,AT2,AMATI VCT 2 PLC,Financial Services,Financials,10/11/2011,LSE
LSE:ATI,ATI,AMATI VCT PLC,Financial Services,Financials,30/03/2005,LSE
NASDAQ:AMZN,AMZN,"Amazon.com, Inc.",Consumer Services,Catalog/Specialty Distribution,1997,NASDAQ
NASDAQ:AMBC,AMBC,"Ambac Financial Group, Inc.",Finance,Property-Casualty Insurers,n/a,NASDAQ
NASDAQ:AMBCW,AMBCW,"Ambac Financial Group, Inc.",Finance,Property-Casualty Insurers,n/a,NASDAQ
NASDAQ:AMBA,AMBA,"Ambarella, Inc.",Technology,Semiconductors,2012,NASDAQ
NYSE:AMBR,AMBR,"Amber Road, Inc.",Technology,Computer Software: Prepackaged Software,2014,NYSE
NYSE:ABEV,ABEV,Ambev S.A.,Consumer Non-Durables,Beverages (Production/Distribution),2013,NYSE
LSE:AMBR,AMBR,AMBRIAN PLC,Basic Resources,Basic Materials,02/06/2000,LSE
NYSE:AMC,AMC,"AMC Entertainment Holdings, Inc.",Consumer Services,Movies/Entertainment,2013,NYSE
NASDAQ:AMCX,AMCX,AMC Networks Inc.,Consumer Services,Television Services,n/a,NASDAQ
NASDAQ:DOX,DOX,Amdocs Limited,Technology,EDP Services,n/a,NASDAQ
LSE:AMFW,AMFW,AMEC FOSTER WHEELER PLC,Oil & Gas,Oil & Gas,18/06/2001,LSE
NYSE:AMFW,AMFW,Amec Plc Ord,Consumer Services,Military/Government/Technical,2014,NYSE
LSE:AA4,AA4,AMEDEO AIR FOUR PLUS LIMITED,Industrial Goods & Services,Industrials,13/05/2015,LSE
LSE:AMED,AMED,AMEDEO RESOURCES PLC,Financial Services,Financials,01/07/2015,LSE
NASDAQ:AMDA,AMDA,Amedica Corporation,Health Care,Medical/Dental Instruments,2014,NASDAQ
NASDAQ:AMED,AMED,Amedisys Inc,Health Care,Medical/Nursing Services,n/a,NASDAQ
NASDAQ:UHAL,UHAL,Amerco,Consumer Services,Rental/Leasing Companies,n/a,NASDAQ
NYSE:AEE,AEE,Ameren Corporation,Public Utilities,Power Generation,n/a,NYSE
NYSE:AMRC,AMRC,"Ameresco, Inc.",Basic Industries,Engineering & Construction,2010,NYSE
NASDAQ:ATAX,ATAX,"America First Multifamily Investors, L.P.",Finance,Finance: Consumer Services,n/a,NASDAQ
NYSE:AMOV,AMOV,"America Movil, S.A.B. de C.V.",Public Utilities,Telecommunications Equipment,n/a,NYSE
NYSE:AMX,AMX,"America Movil, S.A.B. de C.V.",Public Utilities,Telecommunications Equipment,n/a,NYSE
NASDAQ:AMOV,AMOV,"America Movil, S.A.B. de C.V.",Public Utilities,Telecommunications Equipment,n/a,NASDAQ
NASDAQ:CRMT,CRMT,"America&#39;s Car-Mart, Inc.",Consumer Durables,Automotive Aftermarket,n/a,NASDAQ
NASDAQ:AAL,AAL,"American Airlines Group, Inc.",Transportation,Air Freight/Delivery Services,n/a,NASDAQ
NYSE:AAT,AAT,"American Assets Trust, Inc.",Consumer Services,Real Estate Investment Trusts,2011,NYSE
NYSE:AXL,AXL,"American Axle & Manufacturing Holdings, Inc.",Capital Goods,Auto Parts:O.E.M.,n/a,NYSE
NYSE:ACC,ACC,American Campus Communities Inc,Consumer Services,Real Estate Investment Trusts,2004,NYSE
NASDAQ:ACSF,ACSF,"American Capital Senior Floating, Ltd.",n/a,n/a,2014,NASDAQ
NYSE:AEO,AEO,"American Eagle Outfitters, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,n/a,NYSE
NYSE:AEP,AEP,"American Electric Power Company, Inc.",Public Utilities,Electric Utilities: Central,n/a,NYSE
NASDAQ:AETI,AETI,"American Electric Technologies, Inc.",Energy,Industrial Machinery/Components,n/a,NASDAQ
NYSE:AEL,AEL,American Equity Investment Life Holding Company,Finance,Life Insurance,2003,NYSE
NYSE:AXP,AXP,American Express Company,Finance,Finance: Consumer Services,n/a,NYSE
NYSE:AFG,AFG,"American Financial Group, Inc.",Finance,Property-Casualty Insurers,n/a,NYSE
NYSE:AFGE,AFGE,"American Financial Group, Inc.",Finance,Property-Casualty Insurers,2014,NYSE
NYSE:AFGH,AFGH,"American Financial Group, Inc.",Finance,Property-Casualty Insurers,2015,NYSE
NYSE:AMH,AMH,American Homes 4 Rent,Consumer Services,Real Estate Investment Trusts,2013,NYSE
NYSE:AMH^A,AMH^A,American Homes 4 Rent,Consumer Services,Real Estate Investment Trusts,n/a,NYSE
NYSE:AMH^B,AMH^B,American Homes 4 Rent,n/a,n/a,n/a,NYSE
NYSE:AMH^C,AMH^C,American Homes 4 Rent,n/a,n/a,n/a,NYSE
NYSE:AMH^D,AMH^D,American Homes 4 Rent,n/a,n/a,n/a,NYSE
NYSE:AMH^E,AMH^E,American Homes 4 Rent,n/a,n/a,n/a,NYSE
NYSE:AMH^F,AMH^F,American Homes 4 Rent,n/a,n/a,n/a,NYSE
NYSE:AMH^G,AMH^G,American Homes 4 Rent,n/a,n/a,n/a,NYSE
NYSE:AIG,AIG,"American International Group, Inc.",Finance,Property-Casualty Insurers,n/a,NYSE
NYSE:AIG.WS,AIG.WS,"American International Group, Inc.",n/a,n/a,n/a,NYSE
NYSE:AMID,AMID,"American Midstream Partners, LP",Public Utilities,Natural Gas Distribution,2011,NYSE
NASDAQ:AMNB,AMNB,"American National Bankshares, Inc.",Finance,Major Banks,n/a,NASDAQ
NASDAQ:ANAT,ANAT,American National Insurance Company,Finance,Life Insurance,n/a,NASDAQ
NASDAQ:AOBC,AOBC,American Outdoor Brands Corporation,Capital Goods,Ordnance And Accessories,n/a,NASDAQ
NASDAQ:APEI,APEI,"American Public Education, Inc.",Consumer Services,Other Consumer Services,2007,NASDAQ
NASDAQ:ARII,ARII,"American Railcar Industries, Inc.",Capital Goods,Railroads,2006,NASDAQ
NYSE:ARL,ARL,"American Realty Investors, Inc.",Finance,Real Estate,n/a,NYSE
NYSE:ARA,ARA,"American Renal Associates Holdings, Inc",Health Care,Hospital/Nursing Management,2016,NYSE
NASDAQ:AMRB,AMRB,American River Bankshares,Finance,Major Banks,n/a,NASDAQ
NASDAQ:AMSWA,AMSWA,"American Software, Inc.",Technology,Computer Software: Prepackaged Software,n/a,NASDAQ
NYSE:AWR,AWR,American States Water Company,Public Utilities,Water Supply,n/a,NYSE
NASDAQ:AMSC,AMSC,American Superconductor Corporation,Consumer Durables,Metal Fabrications,1991,NASDAQ
NYSE:AMT,AMT,American Tower Corporation (REIT),Consumer Services,Real Estate Investment Trusts,n/a,NYSE
NYSE:AMT^B,AMT^B,American Tower Corporation (REIT),n/a,n/a,n/a,NYSE
NYSE:AVD,AVD,American Vanguard Corporation,Basic Industries,Agricultural Chemicals,n/a,NYSE
NYSE:AWK,AWK,American Water Works,Public Utilities,Water Supply,2008,NYSE
NASDAQ:AMWD,AMWD,American Woodmark Corporation,Basic Industries,Forest Products,1986,NASDAQ
NYSE:APU,APU,"AmeriGas Partners, L.P.",Consumer Services,Other Specialty Stores,n/a,NYSE
NYSE:AMP,AMP,"AMERIPRISE FINANCIAL SERVICES, INC.",Finance,Investment Managers,n/a,NYSE
NASDAQ:ABCB,ABCB,Ameris Bancorp,Finance,Major Banks,1994,NASDAQ
NASDAQ:AMSF,AMSF,"AMERISAFE, Inc.",Finance,Property-Casualty Insurers,2005,NASDAQ
NASDAQ:ASRV,ASRV,AmeriServ Financial Inc.,Finance,Major Banks,n/a,NASDAQ
NASDAQ:ASRVP,ASRVP,AmeriServ Financial Inc.,Finance,Major Banks,n/a,NASDAQ
NYSE:ABC,ABC,AmerisourceBergen Corporation (Holding Co),Health Care,Other Pharmaceuticals,n/a,NYSE
LSE:AMER,AMER,AMERISUR RESOURCES PLC,Oil & Gas,Oil & Gas,29/07/2004,LSE
NASDAQ:ATLO,ATLO,Ames National Corporation,Finance,Major Banks,n/a,NASDAQ
NASDAQ:AMGN,AMGN,Amgen Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),1983,NASDAQ
LSE:AFS,AFS,AMIAD WATER SYSTEMS LD,Industrial Goods & Services,Industrials,05/12/2005,LSE
NASDAQ:FOLD,FOLD,"Amicus Therapeutics, Inc.",Health Care,Major Pharmaceuticals,2007,NASDAQ
LSE:AEX,AEX,AMINEX PLC,Oil & Gas,Oil & Gas,16/09/1996,LSE
LSE:AMO,AMO,AMINO TECHNOLOGIES PLC,Technology,Technology,19/12/2005,LSE
NYSE:ANFI,ANFI,Amira Nature Foods Ltd,Consumer Non-Durables,Packaged Foods,2012,NYSE
NASDAQ:AMKR,AMKR,"Amkor Technology, Inc.",Technology,Semiconductors,1998,NASDAQ
NYSE:AMN,AMN,AMN Healthcare Services Inc,Technology,Professional Services,n/a,NYSE
NYSE:AP,AP,Ampco-Pittsburgh Corporation,Capital Goods,Fluid Controls,n/a,NYSE
NASDAQ:AMPH,AMPH,"Amphastar Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2014,NASDAQ
NYSE:APH,APH,Amphenol Corporation,Capital Goods,Electrical Products,n/a,NYSE
LSE:AMP,AMP,AMPHION INNOVATIONS PLC,Financial Services,Financials,20/03/2007,LSE
NASDAQ:IBUY,IBUY,Amplify Online Retail ETF,n/a,n/a,n/a,NASDAQ
NYSE:BETR,BETR,"Amplify Snack Brands, inc.",Consumer Non-Durables,Packaged Foods,2015,NYSE
NYSE:AXR,AXR,AMREP Corporation,Consumer Services,Newspapers/Magazines,n/a,NYSE
LSE:AMYT,AMYT,AMRYT PHARMA PLC,Healthcare,Health Care,19/04/2016,LSE
NASDAQ:ASYS,ASYS,"Amtech Systems, Inc.",Technology,Industrial Machinery/Components,n/a,NASDAQ
NYSE:AME,AME,"AMTEK, Inc.",Consumer Durables,Metal Fabrications,n/a,NYSE
NYSE:AFSI^A,AFSI^A,"AmTrust Financial Services, Inc.",n/a,n/a,n/a,NYSE
NYSE:AFSI^B,AFSI^B,"AmTrust Financial Services, Inc.",n/a,n/a,n/a,NYSE
NYSE:AFSI^C,AFSI^C,"AmTrust Financial Services, Inc.",n/a,n/a,n/a,NYSE
NYSE:AFSI^D,AFSI^D,"AmTrust Financial Services, Inc.",n/a,n/a,n/a,NYSE
NYSE:AFSI^E,AFSI^E,"AmTrust Financial Services, Inc.",n/a,n/a,n/a,NYSE
NYSE:AFSI^F,AFSI^F,"AmTrust Financial Services, Inc.",n/a,n/a,n/a,NYSE
NYSE:AFSS,AFSS,"AmTrust Financial Services, Inc.",Finance,Property-Casualty Insurers,2015,NYSE
NYSE:AFST,AFST,"AmTrust Financial Services, Inc.",Finance,Property-Casualty Insurers,2015,NYSE
NASDAQ:AFSI,AFSI,"AmTrust Financial Services, Inc.",Finance,Property-Casualty Insurers,n/a,NASDAQ
LSE:AMC,AMC,AMUR MINERALS CORPORATION,Basic Resources,Basic Materials,15/03/2006,LSE
NASDAQ:AMRS,AMRS,"Amyris, Inc.",Basic Industries,Major Chemicals,2010,NASDAQ
NYSE:AEUA,AEUA,Anadarko Petroleum Corporation,Energy,Oil & Gas Production,2015,NYSE
NYSE:APC,APC,Anadarko Petroleum Corporation,Energy,Oil & Gas Production,n/a,NYSE
NASDAQ:ADI,ADI,"Analog Devices, Inc.",Technology,Semiconductors,n/a,NASDAQ
NASDAQ:ALOG,ALOG,Analogic Corporation,Capital Goods,Electrical Products,1972,NASDAQ
NASDAQ:ANAB,ANAB,"AnaptysBio, Inc.",Health Care,Major Pharmaceuticals,2017,NASDAQ
NASDAQ:AVXL,AVXL,Anavex Life Sciences Corp.,Health Care,Biotechnology: Commercial Physical & Biological Resarch,n/a,NASDAQ
NASDAQ:ANCB,ANCB,Anchor Bancorp,Finance,Banks,2011,NASDAQ
LSE:ADL,ADL,ANDALAS ENERGY AND POWER PLC,Oil & Gas,Oil & Gas,18/12/2006,LSE
NYSE:ANDV,ANDV,Andeavor,Energy,Integrated oil Companies,n/a,NYSE
NYSE:ANDX,ANDX,Andeavor Logistics LP,Energy,Natural Gas Distribution,2011,NYSE
NASDAQ:ANDA,ANDA,Andina Acquisition Corp. II,Finance,Business Services,2015,NASDAQ
NASDAQ:ANDAR,ANDAR,Andina Acquisition Corp. II,Finance,Business Services,2015,NASDAQ
NASDAQ:ANDAU,ANDAU,Andina Acquisition Corp. II,Finance,Business Services,2015,NASDAQ
NASDAQ:ANDAW,ANDAW,Andina Acquisition Corp. II,Finance,Business Services,2015,NASDAQ
LSE:ASY,ASY,ANDREWS SYKES GROUP PLC,Industrial Goods & Services,Industrials,24/12/2001,LSE
NASDAQ:ANGI,ANGI,"Angie&#39;s List, Inc.",Consumer Services,Advertising,2011,NASDAQ
NASDAQ:ANGO,ANGO,"AngioDynamics, Inc.",Health Care,Medical/Dental Instruments,2004,NASDAQ
LSE:AGL,AGL,ANGLE PLC,Healthcare,Health Care,23/12/2004,LSE
LSE:AYM,AYM,ANGLESEY MINING PLC,Basic Resources,Basic Materials,08/09/2005,LSE
LSE:ANG,ANG,ANGLING DIRECT PLC,Retail,Consumer Services,13/07/2017,LSE
LSE:AAAP,AAAP,ANGLO AFRICAN AGRICULTURE PLC,Financial Services,Financials,30/07/2015,LSE
LSE:AAOG,AAOG,ANGLO AFRICAN OIL & GAS PLC,Oil & Gas,Oil & Gas,06/03/2017,LSE
LSE:AAL,AAL,ANGLO AMERICAN PLC,Basic Resources,Basic Materials,02/07/2007,LSE
LSE:AAZ,AAZ,ANGLO ASIAN MINING PLC,Basic Resources,Basic Materials,17/07/2006,LSE
LSE:APF,APF,ANGLO PACIFIC GROUP PLC,Basic Resources,Basic Materials,02/12/2005,LSE
LSE:AEP,AEP,ANGLO-EASTERN PLANTATIONS PLC,Food & Beverage,Consumer Goods,12/12/2005,LSE
NYSE:AU,AU,AngloGold Ashanti Limited,Basic Industries,Precious Metals,n/a,NYSE
LSE:ANGS,ANGS,ANGUS ENERGY PLC,Oil & Gas,Oil & Gas,14/11/2016,LSE
NYSE:BUD,BUD,Anheuser-Busch Inbev SA,Consumer Non-Durables,Beverages (Production/Distribution),n/a,NYSE
NASDAQ:ANIP,ANIP,"ANI Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,n/a,NASDAQ
NASDAQ:ANIK,ANIK,Anika Therapeutics Inc.,Health Care,Medical/Dental Instruments,n/a,NASDAQ
LSE:ANCR,ANCR,ANIMALCARE GROUP PLC,Healthcare,Health Care,15/01/2008,LSE
NYSE:AXE,AXE,Anixter International Inc.,Consumer Non-Durables,Telecommunications Equipment,n/a,NYSE
NYSE:NLY,NLY,Annaly Capital Management Inc,Consumer Services,Real Estate Investment Trusts,n/a,NYSE
NYSE:NLY^C,NLY^C,Annaly Capital Management Inc,n/a,n/a,n/a,NYSE
NYSE:NLY^D,NLY^D,Annaly Capital Management Inc,n/a,n/a,n/a,NYSE
NYSE:NLY^E,NLY^E,Annaly Capital Management Inc,n/a,n/a,n/a,NYSE
NYSE:NLY^F,NLY^F,Annaly Capital Management Inc,n/a,n/a,n/a,NYSE
LSE:ANP,ANP,ANPARIO PLC,Healthcare,Health Care,04/10/2010,LSE
NASDAQ:ANSS,ANSS,"ANSYS, Inc.",Technology,Computer Software: Prepackaged Software,1996,NASDAQ
NASDAQ:ATRS,ATRS,"Antares Pharma, Inc.",Health Care,Medical/Dental Instruments,n/a,NASDAQ
NYSE:AMGP,AMGP,Antero Midstream GP LP,Public Utilities,Natural Gas Distribution,2017,NYSE
NYSE:AM,AM,Antero Midstream Partners LP,Public Utilities,Natural Gas Distribution,2014,NYSE
NYSE:AR,AR,Antero Resources Corporation,Energy,Oil & Gas Production,2013,NYSE
NYSE:ANTM,ANTM,"Anthem, Inc.",Health Care,Medical Specialities,n/a,NYSE
NYSE:ANTX,ANTX,"Anthem, Inc.",Health Care,Medical Specialities,2015,NYSE
NASDAQ:ANTH,ANTH,"Anthera Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,2010,NASDAQ
LSE:70GD,70GD,ANTOFAGASTA PLC,Basic Resources,Basic Materials,28/06/2002,LSE
LSE:ANTO,ANTO,ANTOFAGASTA PLC,Basic Resources,Basic Materials,08/03/2004,LSE
NYSE:ANH,ANH,Anworth Mortgage Asset  Corporation,Consumer Services,Real Estate Investment Trusts,n/a,NYSE
NYSE:ANH^A,ANH^A,Anworth Mortgage Asset  Corporation,n/a,n/a,n/a,NYSE
NYSE:ANH^B,ANH^B,Anworth Mortgage Asset  Corporation,n/a,n/a,n/a,NYSE
NYSE:ANH^C,ANH^C,Anworth Mortgage Asset  Corporation,n/a,n/a,n/a,NYSE
LSE:AO.,AO.,AO WORLD PLC,Retail,Consumer Services,01/03/2014,LSE
NYSE:AON,AON,Aon plc,Finance,Specialty Insurers,n/a,NYSE
LSE:AOR,AOR,AORTECH INTERNATIONAL PLC,Healthcare,Health Care,01/09/2003,LSE
NASDAQ:ABAC,ABAC,"Aoxin Tianli Group, Inc.",Consumer Non-Durables,Farming/Seeds/Milling,n/a,NASDAQ
NYSE:APA,APA,Apache Corporation,Energy,Oil & Gas Production,n/a,NYSE
NYSE:AIV,AIV,Apartment Investment and Management Company,Consumer Services,Real Estate Investment Trusts,1994,NYSE
NYSE:AIV^A,AIV^A,Apartment Investment and Management Company,n/a,n/a,n/a,NYSE
LSE:APAX,APAX,APAX GLOBAL ALPHA LIMITED,Financial Services,Financials,15/06/2015,LSE
LSE:APC,APC,APC TECHNOLOGY GROUP PLC,Industrial Goods & Services,Industrials,23/12/2004,LSE
NASDAQ:APOG,APOG,"Apogee Enterprises, Inc.",Capital Goods,Auto Parts:O.E.M.,n/a,NASDAQ
NYSE:ARI,ARI,Apollo Commercial Real Estate Finance,Consumer Services,Real Estate Investment Trusts,2009,NYSE
NYSE:ARI^C,ARI^C,Apollo Commercial Real Estate Finance,n/a,n/a,n/a,NYSE
NASDAQ:APEN,APEN,"Apollo Endosurgery, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),n/a,NASDAQ
NYSE:APO,APO,"Apollo Global Management, LLC",Finance,Investment Managers,2011,NYSE
NYSE:APO^A,APO^A,"Apollo Global Management, LLC",n/a,n/a,n/a,NYSE
NYSE:AIB.CL,AIB.CL,Apollo Investment Corporation,n/a,n/a,n/a,NYSE
NYSE:AIY,AIY,Apollo Investment Corporation,n/a,n/a,2013,NYSE
NASDAQ:AINV,AINV,Apollo Investment Corporation,n/a,n/a,2004,NASDAQ
