MarketSymbol,Symbol,IssuerName,Sector,Industry,IPO,Market
NASDAQ:TUES,TUES,Tuesday Morning Corp.,Consumer Services,Department/Specialty Retail Stores,1999,NASDAQ
LSE:TUI,TUI,TUI AG,Travel & Leisure,Consumer Services,17/12/2014,LSE
LSE:TLW,TLW,TULLOW OIL PLC,Oil & Gas,Oil & Gas,31/10/2003,LSE
LSE:TUNG,TUNG,TUNGSTEN CORPORATION PLC,Financial Services,Financials,16/10/2013,LSE
NASDAQ:TOUR,TOUR,Tuniu Corporation,Consumer Services,Transportation Services,2014,NASDAQ
NYSE:TUP,TUP,Tupperware Brands Corporation,Consumer Non-Durables,Plastic Products,n/a,NYSE
NYSE:TKC,TKC,Turkcell Iletisim Hizmetleri AS,Public Utilities,Telecommunications Equipment,n/a,NYSE
NYSE:TKF,TKF,"Turkish Investment Fund, Inc. (The)",n/a,n/a,1989,NYSE
NYSE:TPB,TPB,"Turning Point Brands, Inc.",Consumer Non-Durables,Tobacco,2016,NYSE
NYSE:TRQ,TRQ,Turquoise Hill Resources Ltd.,Basic Industries,Precious Metals,n/a,NYSE
NASDAQ:HEAR,HEAR,Turtle Beach Corporation,Consumer Durables,Telecommunications Equipment,n/a,NASDAQ
NYSE:TPC,TPC,Tutor Perini Corporation,Basic Industries,General Bldg Contractors - Nonresidential Bldgs,n/a,NYSE
NASDAQ:FOX,FOX,"Twenty-First Century Fox, Inc.",Consumer Services,Television Services,n/a,NASDAQ
NASDAQ:FOXA,FOXA,"Twenty-First Century Fox, Inc.",Consumer Services,Television Services,n/a,NASDAQ
LSE:TFIF,TFIF,TWENTYFOUR INCOME FUND LIMITED,Financial Services,Financials,06/03/2013,LSE
LSE:SMIF,SMIF,TWENTYFOUR SELECT MONTHLY INCOME FD,Financial Services,Financials,10/03/2014,LSE
NYSE:TWLO,TWLO,Twilio Inc.,Technology,Computer Software: Prepackaged Software,2016,NYSE
NASDAQ:TWIN,TWIN,"Twin Disc, Incorporated",Technology,Industrial Machinery/Components,n/a,NASDAQ
NYSE:TWTR,TWTR,"Twitter, Inc.",Technology,"Computer Software: Programming, Data Processing",2013,NYSE
NYSE:TWO,TWO,Two Harbors Investments Corp,Consumer Services,Real Estate Investment Trusts,n/a,NYSE
NYSE:TWO^A,TWO^A,Two Harbors Investments Corp,n/a,n/a,n/a,NYSE
NYSE:TWO^B,TWO^B,Two Harbors Investments Corp,n/a,n/a,n/a,NYSE
NASDAQ:TRCB,TRCB,Two River Bancorp,Finance,Major Banks,n/a,NASDAQ
NYSE:TYL,TYL,"Tyler Technologies, Inc.",Technology,Computer Software: Prepackaged Software,n/a,NYSE
LSE:TYMN,TYMN,TYMAN PLC,Construction & Materials,Industrials,12/12/2007,LSE
NASDAQ:TYME,TYME,"Tyme Technologies, Inc.",Health Care,Major Pharmaceuticals,n/a,NASDAQ
LSE:TYR,TYR,TYRATECH INC,Chemicals,Basic Materials,01/06/2007,LSE
LSE:TYRU,TYRU,TYRATECH INC,Chemicals,Basic Materials,27/08/2010,LSE
NYSE:TSN,TSN,"Tyson Foods, Inc.",Consumer Non-Durables,Meat/Poultry/Fish,n/a,NYSE
LSE:UAI,UAI,U AND I GROUP PLC ,Real Estate,Financials,08/07/2005,LSE
NASDAQ:USCR,USCR,"U S Concrete, Inc.",Capital Goods,Building Materials,n/a,NASDAQ
NASDAQ:PRTS,PRTS,"U.S. Auto Parts Network, Inc.",Consumer Services,Other Specialty Stores,2007,NASDAQ
NYSE:USB,USB,U.S. Bancorp,Finance,Major Banks,n/a,NYSE
NYSE:USB^A,USB^A,U.S. Bancorp,Finance,Major Banks,n/a,NYSE
NYSE:USB^H,USB^H,U.S. Bancorp,n/a,n/a,n/a,NYSE
NYSE:USB^M,USB^M,U.S. Bancorp,n/a,n/a,n/a,NYSE
NYSE:USB^O,USB^O,U.S. Bancorp,n/a,n/a,n/a,NYSE
NASDAQ:USEG,USEG,U.S. Energy Corp.,Energy,Oil & Gas Production,n/a,NASDAQ
NASDAQ:GROW,GROW,"U.S. Global Investors, Inc.",Finance,Investment Managers,n/a,NASDAQ
NASDAQ:USAU,USAU,U.S. Gold Corp.,n/a,n/a,n/a,NASDAQ
NYSE:USPH,USPH,"U.S. Physical Therapy, Inc.",Health Care,Medical/Nursing Services,1992,NYSE
NASDAQ:UREE,UREE,"U.S. Rare Earths, Inc.",n/a,n/a,n/a,NASDAQ
NYSE:SLCA,SLCA,"U.S. Silica Holdings, Inc.",Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),2012,NYSE
NASDAQ:UBNT,UBNT,"Ubiquiti Networks, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,2011,NASDAQ
LSE:UBI,UBI,UBISENSE GROUP PLC,Technology,Technology,22/06/2011,LSE
LSE:UBM,UBM,UBM PLC,Media,Consumer Services,27/06/2016,LSE
NYSE:UBS,UBS,UBS AG,Finance,Major Banks,2014,NYSE
LSE:UDG,UDG,UDG HEALTHCARE PLC,Healthcare,Health Care,08/07/2005,LSE
NASDAQ:UFPT,UFPT,"UFP Technologies, Inc.",Capital Goods,Containers/Packaging,1993,NASDAQ
NYSE:UGI,UGI,UGI Corporation,Public Utilities,Natural Gas Distribution,n/a,NYSE
LSE:UTLD,UTLD,UIL FINANCE LIMITED,,,25/11/2015,LSE
LSE:UTLE,UTLE,UIL FINANCE LIMITED,,,25/11/2015,LSE
LSE:UTLF,UTLF,UIL FINANCE LIMITED,,,23/06/2016,LSE
LSE:UTL,UTL,UIL LIMITED,Financial Services,Financials,25/11/2015,LSE
LSE:UKCM,UKCM,UK COMMERCIAL PROPERTY TRUST LD,Real Estate,Financials,18/12/2006,LSE
LSE:UKML,UKML,UK MORTGAGES LIMITED,,,07/07/2015,LSE
LSE:UKOG,UKOG,UK OIL & GAS INVESTMENTS PLC,Technology,Technology,05/12/2013,LSE
LSE:UKR,UKR,UKRPRODUCT GROUP LD,Food & Beverage,Consumer Goods,21/03/2007,LSE
LSE:ULS,ULS,ULS TECHNOLOGY PLC,Media,Consumer Services,28/07/2014,LSE
NASDAQ:ULTA,ULTA,"Ulta Beauty, Inc.",Consumer Services,Other Specialty Stores,2007,NASDAQ
LSE:USG,USG,ULTIMATE SPORTS GROUP PLC,Financial Services,Financials,30/10/2015,LSE
NASDAQ:UCTT,UCTT,"Ultra Clean Holdings, Inc.",Technology,Semiconductors,2004,NASDAQ
LSE:ULE,ULE,ULTRA ELECTRONICS HOLDINGS PLC,Industrial Goods & Services,Industrials,31/10/2003,LSE
NASDAQ:UPL,UPL,Ultra Petroleum Corp.,Energy,Oil & Gas Production,n/a,NASDAQ
NASDAQ:RARE,RARE,Ultragenyx Pharmaceutical Inc.,Health Care,Major Pharmaceuticals,2014,NASDAQ
NASDAQ:ULBI,ULBI,Ultralife Corporation,Miscellaneous,Industrial Machinery/Components,1992,NASDAQ
NYSE:UGP,UGP,Ultrapar Participacoes S.A.,Public Utilities,Oil/Gas Transmission,n/a,NYSE
NASDAQ:UMBF,UMBF,UMB Financial Corporation,Finance,Major Banks,n/a,NASDAQ
NYSE:UMH,UMH,"UMH Properties, Inc.",Consumer Services,Real Estate Investment Trusts,n/a,NYSE
NYSE:UMH^B,UMH^B,"UMH Properties, Inc.",n/a,n/a,n/a,NYSE
NYSE:UMH^C,UMH^C,"UMH Properties, Inc.",n/a,n/a,n/a,NYSE
NASDAQ:UMPQ,UMPQ,Umpqua Holdings Corporation,Finance,Savings Institutions,n/a,NASDAQ
NYSE:UA,UA,"Under Armour, Inc.",Consumer Non-Durables,Apparel,2016,NYSE
NYSE:UAA,UAA,"Under Armour, Inc.",Consumer Non-Durables,Apparel,n/a,NYSE
NASDAQ:UNAM,UNAM,Unico American Corporation,Finance,Property-Casualty Insurers,n/a,NASDAQ
LSE:UAV,UAV,UNICORN AIM VCT PLC,Financial Services,Financials,12/04/2007,LSE
NYSE:UFI,UFI,"Unifi, Inc.",Consumer Non-Durables,Textiles,n/a,NYSE
NYSE:UNF,UNF,Unifirst Corporation,Consumer Services,Other Consumer Services,n/a,NYSE
NYSE:UN,UN,Unilever NV,Basic Industries,Package Goods/Cosmetics,n/a,NYSE
NYSE:UL,UL,Unilever PLC,Basic Industries,Package Goods/Cosmetics,n/a,NYSE
LSE:ULVR,ULVR,UNILEVER PLC,Personal & Household Goods,Consumer Goods,22/05/2006,LSE
NASDAQ:UBSH,UBSH,Union Bankshares Corporation,Finance,Major Banks,n/a,NASDAQ
NASDAQ:UNB,UNB,"Union Bankshares, Inc.",Finance,Major Banks,n/a,NASDAQ
LSE:UJO,UJO,UNION JACK OIL PLC,Oil & Gas,Oil & Gas,30/07/2013,LSE
NYSE:UNP,UNP,Union Pacific Corporation,Transportation,Railroads,n/a,NYSE
NASDAQ:QURE,QURE,uniQure N.V.,Health Care,Major Pharmaceuticals,2014,NASDAQ
LSE:USY,USY,UNISYS CORP,Technology,Technology,26/11/2009,LSE
NYSE:UIS,UIS,Unisys Corporation,Technology,EDP Services,n/a,NYSE
NYSE:UNT,UNT,Unit Corporation,Energy,Oil & Gas Production,n/a,NYSE
LSE:UTG,UTG,UNITE GROUP PLC,Real Estate,Financials,25/05/2005,LSE
NASDAQ:UBCP,UBCP,"United Bancorp, Inc.",Finance,Major Banks,n/a,NASDAQ
NASDAQ:UBOH,UBOH,"United Bancshares, Inc.",Finance,Major Banks,n/a,NASDAQ
NASDAQ:UBSI,UBSI,"United Bankshares, Inc.",Finance,Major Banks,n/a,NASDAQ
LSE:UCG,UCG,UNITED CARPETS GROUP PLC,Retail,Consumer Services,17/02/2005,LSE
NASDAQ:UCBA,UCBA,United Community Bancorp,Finance,Savings Institutions,n/a,NASDAQ
NASDAQ:UCBI,UCBI,"United Community Banks, Inc.",Finance,Major Banks,n/a,NASDAQ
NASDAQ:UCFC,UCFC,United Community Financial Corp.,Finance,Banks,n/a,NASDAQ
NYSE:UAL,UAL,"United Continental Holdings, Inc.",Transportation,Air Freight/Delivery Services,n/a,NYSE
NYSE:UDR,UDR,"United Dominion Realty Trust, Inc.",Consumer Services,Real Estate Investment Trusts,n/a,NYSE
NASDAQ:UBNK,UBNK,"United Financial Bancorp, Inc. ",Finance,Banks,n/a,NASDAQ
NASDAQ:UFCS,UFCS,"United Fire Group, Inc",Finance,Property-Casualty Insurers,n/a,NASDAQ
NASDAQ:UIHC,UIHC,United Insurance Holdings Corp.,Finance,Property-Casualty Insurers,n/a,NASDAQ
NYSE:UMC,UMC,United Microelectronics Corporation,Technology,Semiconductors,n/a,NYSE
NASDAQ:UNFI,UNFI,"United Natural Foods, Inc.",Consumer Non-Durables,Food Distributors,1996,NASDAQ
LSE:UOG,UOG,UNITED OIL & GAS PLC,Oil & Gas,Oil & Gas,10/11/2015,LSE
NYSE:UPS,UPS,"United Parcel Service, Inc.",Transportation,Trucking Freight/Courier Services,1999,NYSE
NYSE:URI,URI,"United Rentals, Inc.",Technology,Diversified Commercial Services,1997,NYSE
NASDAQ:UBFO,UBFO,United Security Bancshares,Finance,Major Banks,n/a,NASDAQ
NYSE:USM,USM,United States Cellular Corporation,Public Utilities,Telecommunications Equipment,1988,NYSE
NYSE:UZA,UZA,United States Cellular Corporation,Public Utilities,Telecommunications Equipment,n/a,NYSE
NYSE:UZB,UZB,United States Cellular Corporation,Public Utilities,Telecommunications Equipment,2014,NYSE
NYSE:UZC,UZC,United States Cellular Corporation,Public Utilities,Telecommunications Equipment,2015,NYSE
NASDAQ:USLM,USLM,"United States Lime & Minerals, Inc.",Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),n/a,NASDAQ
NYSE:X,X,United States Steel Corporation,Basic Industries,Steel/Iron Ore,n/a,NYSE
NYSE:UTX,UTX,United Technologies Corporation,Capital Goods,Aerospace,n/a,NYSE
NASDAQ:UTHR,UTHR,United Therapeutics Corporation,Health Care,Major Pharmaceuticals,1999,NASDAQ
LSE:UU.,UU.,UNITED UTILITIES GROUP PLC,Utilities,Utilities,28/07/2008,LSE
NASDAQ:UG,UG,"United-Guardian, Inc.",Consumer Non-Durables,Package Goods/Cosmetics,n/a,NASDAQ
NYSE:UNH,UNH,UnitedHealth Group Incorporated,Health Care,Medical Specialities,n/a,NYSE
NASDAQ:UNIT,UNIT,Uniti Group Inc.,Consumer Services,Real Estate Investment Trusts,n/a,NASDAQ
NYSE:UTL,UTL,UNITIL Corporation,Public Utilities,Power Generation,n/a,NYSE
NASDAQ:UNTY,UNTY,"Unity Bancorp, Inc.",Finance,Major Banks,n/a,NASDAQ
NYSE:UNVR,UNVR,Univar Inc.,Consumer Durables,Specialty Chemicals,2015,NYSE
NYSE:UVV,UVV,Universal Corporation,Consumer Services,Farming/Seeds/Milling,n/a,NYSE
NASDAQ:OLED,OLED,Universal Display Corporation,Capital Goods,Electrical Products,n/a,NASDAQ
NASDAQ:UEIC,UEIC,Universal Electronics Inc.,Consumer Non-Durables,Consumer Electronics/Appliances,1993,NASDAQ
NASDAQ:UFPI,UFPI,"Universal Forest Products, Inc.",Basic Industries,Forest Products,1993,NASDAQ
NYSE:UHT,UHT,Universal Health Realty Income Trust,Consumer Services,Real Estate Investment Trusts,n/a,NYSE
NYSE:UHS,UHS,"Universal Health Services, Inc.",Health Care,Hospital/Nursing Management,n/a,NYSE
NYSE:UVE,UVE,UNIVERSAL INSURANCE HOLDINGS INC,Finance,Property-Casualty Insurers,n/a,NYSE
NASDAQ:ULH,ULH,"Universal Logistics Holdings, Inc.",Transportation,Trucking Freight/Courier Services,n/a,NASDAQ
NASDAQ:USAP,USAP,"Universal Stainless & Alloy Products, Inc.",Basic Industries,Steel/Iron Ore,1994,NASDAQ
NYSE:UTI,UTI,Universal Technical Institute Inc,Consumer Services,Other Consumer Services,2003,NYSE
LSE:UNG,UNG,UNIVERSE GROUP PLC,Industrial Goods & Services,Industrials,23/09/2004,LSE
NASDAQ:UVSP,UVSP,Univest Corporation of Pennsylvania,Finance,Major Banks,n/a,NASDAQ
LSE:UVEL,UVEL,UNIVISION ENGINEERING LD,Industrial Goods & Services,Industrials,16/12/2005,LSE
NYSE:UNM,UNM,Unum Group,Finance,Accident &Health Insurance,n/a,NYSE
LSE:UPGS,UPGS,UP GLOBAL SOURCING HOLDINGS PLC,Personal & Household Goods,Consumer Goods,01/03/2017,LSE
LSE:UPL,UPL,UPLAND RESOURCES LIMITED,Financial Services,Financials,26/10/2015,LSE
NASDAQ:UPLD,UPLD,"Upland Software, Inc.",Technology,Computer Software: Prepackaged Software,2014,NASDAQ
LSE:UEN,UEN,URALS ENERGY PUBLIC COMPANY LD,Oil & Gas,Oil & Gas,30/05/2017,LSE
LSE:URA,URA,URANIUM RESOURCES PLC,Basic Resources,Basic Materials,18/02/2005,LSE
NYSE:UE,UE,Urban Edge Properties,Finance,Real Estate,2015,NYSE
NASDAQ:UONE,UONE,"Urban One, Inc. ",Consumer Services,Broadcasting,n/a,NASDAQ
NASDAQ:UONEK,UONEK,"Urban One, Inc. ",Consumer Services,Broadcasting,n/a,NASDAQ
NASDAQ:URBN,URBN,"Urban Outfitters, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,1993,NASDAQ
LSE:UANC,UANC,URBAN&CIVIC PLC,Real Estate,Financials,22/05/2014,LSE
NASDAQ:URGN,URGN,UroGen Pharma Ltd.,Health Care,Major Pharmaceuticals,2017,NASDAQ
NYSE:UBA,UBA,Urstadt Biddle Properties Inc.,Consumer Services,Real Estate Investment Trusts,n/a,NYSE
NYSE:UBP,UBP,Urstadt Biddle Properties Inc.,Consumer Services,Real Estate Investment Trusts,n/a,NYSE
NYSE:UBP^F,UBP^F,Urstadt Biddle Properties Inc.,n/a,n/a,n/a,NYSE
NYSE:UBP^G,UBP^G,Urstadt Biddle Properties Inc.,n/a,n/a,n/a,NYSE
LSE:URU,URU,URU METALS LD,Basic Resources,Basic Materials,12/09/2007,LSE
NASDAQ:ECOL,ECOL,"US Ecology, Inc.",Public Utilities,Environmental Services,n/a,NASDAQ
NYSE:USFD,USFD,US Foods Holding Corp.,Consumer Non-Durables,Food Distributors,2016,NYSE
NYSE:USAC,USAC,"USA Compression Partners, LP",Public Utilities,Natural Gas Distribution,2013,NYSE
NASDAQ:USAT,USAT,"USA Technologies, Inc.",Miscellaneous,Office Equipment/Supplies/Services,n/a,NASDAQ
NASDAQ:USATP,USATP,"USA Technologies, Inc.",Miscellaneous,Office Equipment/Supplies/Services,n/a,NASDAQ
NASDAQ:USAK,USAK,"USA Truck, Inc.",Transportation,Trucking Freight/Courier Services,1992,NASDAQ
NYSE:USNA,USNA,"USANA Health Sciences, Inc.",Consumer Durables,Specialty Chemicals,n/a,NYSE
NYSE:USDP,USDP,USD Partners LP,Transportation,Railroads,2014,NYSE
NYSE:USG,USG,USG Corporation,Capital Goods,Building Materials,n/a,NYSE
NYSE:BIF,BIF,"USLIFE Income Fund, Inc.",n/a,n/a,n/a,NYSE
NASDAQ:UTMD,UTMD,"Utah Medical Products, Inc.",Health Care,Medical/Dental Instruments,n/a,NASDAQ
LSE:UEM,UEM,UTILICO EMERGING MKTS LD,Financial Services,Financials,20/07/2005,LSE
LSE:UEMS,UEMS,UTILICO EMERGING MKTS LD,Financial Services,Financials,24/09/2015,LSE
LSE:UTW,UTW,UTILITYWISE PLC,Industrial Goods & Services,Industrials,12/06/2012,LSE
NASDAQ:UTSI,UTSI,UTStarcom Holdings Corp,Consumer Durables,Telecommunications Equipment,2000,NASDAQ
LSE:UVEN,UVEN,UVENCO UK PLC,Retail,Consumer Services,19/12/2007,LSE
NYSE:VFC,VFC,V.F. Corporation,Consumer Non-Durables,Apparel,n/a,NYSE
NYSE:EGY,EGY,Vaalco Energy Inc,Energy,Oil & Gas Production,n/a,NYSE
NYSE:MTN,MTN,"Vail Resorts, Inc.",Consumer Services,Services-Misc. Amusement & Recreation,1997,NYSE
LSE:VALE,VALE,VALE INTERNATIONAL GROUP LTD,Financial Services,Financials,05/09/2016,LSE
NYSE:VALE,VALE,VALE S.A.,Basic Industries,Precious Metals,n/a,NYSE
NYSE:VALE.P,VALE.P,VALE S.A.,n/a,n/a,n/a,NYSE
NYSE:VRX,VRX,"Valeant Pharmaceuticals International, Inc.",Health Care,Major Pharmaceuticals,n/a,NYSE
NASDAQ:VLRX,VLRX,"Valeritas Holdings, Inc.",Health Care,Medical/Dental Instruments,n/a,NASDAQ
NYSE:VLO,VLO,Valero Energy Corporation,Energy,Integrated oil Companies,n/a,NYSE
NYSE:VLP,VLP,Valero Energy Partners LP,Energy,Natural Gas Distribution,2013,NYSE
NYSE:VHI,VHI,"Valhi, Inc.",Basic Industries,Major Chemicals,n/a,NYSE
NASDAQ:VALX,VALX,Validea Market Legends ETF,n/a,n/a,n/a,NASDAQ
NYSE:VR,VR,"Validus Holdings, Ltd.",Finance,Property-Casualty Insurers,2007,NYSE
NYSE:VR^A,VR^A,"Validus Holdings, Ltd.",n/a,n/a,n/a,NYSE
NYSE:VR^B,VR^B,"Validus Holdings, Ltd.",n/a,n/a,n/a,NYSE
LSE:VAL,VAL,VALIRX PLC,Healthcare,Health Care,18/05/2015,LSE
NYSE:VLY,VLY,Valley National Bancorp,Finance,Major Banks,n/a,NYSE
NYSE:VLY.WS,VLY.WS,Valley National Bancorp,n/a,n/a,n/a,NYSE
NYSE:VLY^A,VLY^A,Valley National Bancorp,Finance,Major Banks,n/a,NYSE
NYSE:VLY^B,VLY^B,Valley National Bancorp,n/a,n/a,n/a,NYSE
NYSE:VMI,VMI,"Valmont Industries, Inc.",Capital Goods,Metal Fabrications,n/a,NYSE
LSE:VIN,VIN,VALUE AND INCOME TRUST PLC,Financial Services,Financials,02/12/2005,LSE
NASDAQ:VALU,VALU,"Value Line, Inc.",Finance,Investment Managers,1983,NASDAQ
NYSE:VVV,VVV,Valvoline Inc.,Basic Industries,Major Chemicals,2016,NYSE
LSE:VANL,VANL,VAN ELLE HOLDINGS PLC,Construction & Materials,Industrials,26/10/2016,LSE
NASDAQ:VNDA,VNDA,Vanda Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,2006,NASDAQ
NASDAQ:BBH,BBH,VanEck Vectors Biotech ETF,n/a,n/a,n/a,NASDAQ
NASDAQ:GNRX,GNRX,VanEck Vectors Generic Drugs ETF,n/a,n/a,n/a,NASDAQ
